,노트북 이름,가격,노트북유형,운영체제,화면정보,CPU,램,그래픽,저장장치,네트워크,영상입출력,단자,부가기능,입력장치,파워,주요제원,리퍼비시
605,MSI GF시리즈 Sword GF66 A12UC-i5 블랙 WIN11 64GB램,"1,240,000",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-12세대/i5-12450H (2.0GHz)/옥타코어(4P+4E)/,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
606,MSI GF시리즈 Sword GF66 A11UE 블랙 WIN11 16GB램,"1,184,000",노트북,윈도우11(설치),39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-11세대/i7-11800H (2.3GHz)/옥타(8)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:85W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
607,MSI GE시리즈 레이더 GE66 12UGS QHD WIN11 32GB램,"2,685,490",노트북,윈도우11(설치),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 3개 / SD카드 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:99.9Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 색상: 블루,
608,MSI Stealth 15M B12UE,"1,590,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-1280P (1.8GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:75W/VRAM:6GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 2개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:53.8Wh/어댑터:180W/충전단자:DC/,두께:17mm/무게:1.8kg/ 색상: 블랙,
609,MSI GF시리즈 Sword GF66 A12UE 블랙 32GB램,"1,859,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
610,MSI GF시리즈 Sword GF66 A12UE 화이트 WIN10 32GB램,"1,961,720",노트북,윈도우10,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 화이트,
611,한성컴퓨터 TFG7576XG,"1,690,000",노트북,미포함(프리도스),43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:144Hz/,AMD/라이젠7-4세대/5800H (3.2GHz)/옥타(8)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:130W/VRAM:6GB/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,얼굴 인식/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:91.24Wh/어댑터:230W/충전단자:DC/,두께:25mm/무게:2.2kg/ 색상: 블랙 / 2021년 10월 SSD 인터페이스 변경 (PCIe 4.0 -> PCIe 3.0),
612,MSI Stealth 17 Studio A13VG QHD 64GB램,"3,190,000",노트북,미포함(프리도스),43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:240W/충전단자:전용포트/,두께:20.8mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
613,MSI 크리에이터 Z16 HX Studio B13VFTO-i9 WIN11,"3,260,000",노트북,윈도우11(설치),40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율:120Hz/,인텔/코어i9-13세대/i9-13950HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:16GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:90W/VRAM:8GB/,M.2(NVMe)/1TB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 1개 / SD카드 /,얼굴 인식/지문 인식/TPM/USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:90Wh/어댑터:280W/충전단자:전용포트/,두께:18.4mm/무게:2.35kg/ 쿨링팬: 2개 / 색상: 그레이,
614,MSI Stealth 17 Studio A13VH QHD WIN11 32GB램,"3,901,000",노트북,윈도우11(설치),43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4080/TGP:105W/VRAM:12GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:240W/충전단자:전용포트/,두께:20.8mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
615,MSI GE시리즈 레이더 GE66 12UGS QHD WIN11,"2,641,360",노트북,윈도우11(설치),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 3개 / SD카드 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:99.9Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 색상: 블루,
616,MSI GF시리즈 Sword GF66 A12UD 블랙,"1,199,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050 Ti/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
617,MSI 사이보그 15 A12VE-i5 WIN11 32GB램,"1,530,000",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-12세대/i5-12450H (2.0GHz)/옥타코어(4P+4E)/,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:40W/VRAM:6GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:120W/충전단자:DC/,두께:22.9mm/무게:1.98kg/ 색상: 블랙,
618,MSI GP시리즈 Vector GP66 12UH-i7 64GB램,"2,585,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/300nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3080/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 쿨링팬: 2개 / 색상: 블랙,
619,MSI GP시리즈 Vector GP66 12UH-i7 WIN11 32GB램,"2,519,200",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/300nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3080/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 쿨링팬: 2개 / 색상: 블랙,
620,MSI 크리에이터 Z17 A12UHST-i9 W11,"5,180,000",노트북,윈도우11프로,43.1cm(17인치)/2560x1600(WQXGA)/400nit/주사율:165Hz/,인텔/코어i9-12세대/i9-12900H (2.5GHz)/ 14코어(6P+8E) /,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3080 Ti/TGP:90W/VRAM:16GB/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 1개 / SD카드 /,얼굴 인식/지문 인식/TPM/전용 펜 지원/USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:90Wh/어댑터:240W/충전단자:전용포트/,두께:19mm/무게:2.49kg/ 색상: 그레이,
621,한성컴퓨터 TFG5275W,"1,307,000",노트북,윈도우11홈,39.62cm(15.6인치)/1920x1080(FHD)/300nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:75W/VRAM:4GB/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:53.35Wh/어댑터:150W/충전단자:DC/,두께:26mm/무게:2kg/ 색상: 블랙,
622,MSI 써밋 E13 Flip Evo A12MT W11,"1,799,000",2 in 1,윈도우11홈,34.03cm(13.4인치)/1920x1200(WUXGA)/500nit/주사율:120Hz/,인텔/코어i7-12세대/i7-1280P (1.8GHz)/ 14코어(6P+8E) /,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/1TB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 1개 / MicroSD카드 /,얼굴 인식/지문 인식/TPM/ 웹캠OFF 지원 /고속충전/전용 펜 지원/USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:70Wh/어댑터:65W/충전단자:타입C/,두께:14.9mm/무게:1.35kg/ 색상: 블랙,
623,한성컴퓨터 올데이롱 TFX5470H,"2,000,000",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/300nit/,AMD/라이젠7-3세대/4800H (2.9GHz)/옥타(8)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/500GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 지원 / MicroSD카드 /,USB-PD/,키보드 라이트/ㅗ형 방향키/,배터리:91.24Wh/어댑터:90W/충전단자:DC/,두께:16.8mm/무게:1.5kg/ 색상: 블랙,
624,MSI Stealth 17 Studio A13VG-i9 QHD 32GB램,"3,190,000",노트북,미포함(프리도스),43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i9-13세대/i9-13900H (2.6GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:240W/충전단자:전용포트/,두께:20.8mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
625,MSI Stealth 17 Studio A13VG QHD WIN11 64GB램,"3,350,000",노트북,윈도우11(설치),43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:240W/충전단자:전용포트/,두께:20.8mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
626,MSI 모던시리즈 모던14 C5M-R7 WIN11,"775,780",노트북,윈도우11(설치),35.5cm(14인치)/1920x1080(FHD)/300nit/,AMD/라이젠7-4세대/5825U (2.0GHz)/옥타(8)코어/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.35mm/무게:1.4kg/ 색상: 실버,
627,MSI GE시리즈 레이더 GE66 12UGS QHD,"2,499,000",노트북,미포함(프리도스),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 3개 / SD카드 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:99.9Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 색상: 블루,
628,MSI Stealth 17 Studio A13VG QHD WIN11,"3,060,000",노트북,윈도우11(설치),43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:240W/충전단자:전용포트/,두께:20.8mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
629,MSI GF시리즈 Sword GF66 A12UE 베이직 블랙 64GB램,"1,734,760",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
630,MSI 모던시리즈 모던15 B5M-R5 WIN10,"759,000",노트북,윈도우10,39.6cm(15.6인치)/1920x1080(FHD)/250nit/,AMD/라이젠5-4세대/5625U (2.3GHz)/헥사(6)코어/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.75kg/ 색상: 블랙,
631,MSI GE시리즈 레이더 GE66 12UGS QHD 32GB램,"2,636,710",노트북,미포함(프리도스),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 3개 / SD카드 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:99.9Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 색상: 블루,
632,Razer Blade 15 Advanced 12Gen R3060 QHD,"3,640,000",노트북,윈도우11홈,39.62cm(15.6인치)/2560x1440(QHD)/주사율:240Hz/,인텔/코어i7-12세대/i7-12800H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:100W/VRAM:6GB/,M.2(NVMe)/1TB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.1/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 3개 / SD카드 /,얼굴 인식/TPM/USB-PD/,RGB 라이트/ㅡ형 방향키/,배터리:80Wh/어댑터:230W/충전단자:전용포트/,두께:16.99mm/무게:2.01kg/ 쿨링팬: 2개 / 색상: 블랙,
633,한성컴퓨터 TFG7275W,"1,358,000",노트북,윈도우11홈,43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:75W/VRAM:4GB/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:53.35Wh/어댑터:150W/충전단자:DC/,두께:28mm/무게:2.6kg/ 색상: 블랙,
634,MSI GP시리즈 GP76 Leopard 11UH,"2,730,000",노트북,미포함(프리도스),43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:240Hz/,인텔/코어i7-11세대/i7-11800H (2.3GHz)/옥타(8)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3080/TGP:165W/VRAM:8GB/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-A: 3개 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:25.9mm/무게:2.9kg/ 색상: 블랙,
635,MSI Stealth 17 Studio A13VG QHD WIN11 32GB램,"3,160,000",노트북,윈도우11(설치),43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:240W/충전단자:전용포트/,두께:20.8mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
636,MSI 사이보그 15 A12VF-i5 WIN11 64GB램,"1,735,000",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-12세대/i5-12450H (2.0GHz)/옥타코어(4P+4E)/,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:120W/충전단자:DC/,두께:22.9mm/무게:1.98kg/ 색상: 블랙,
637,MSI 사이보그 15 A12VF-i5 64GB램,"1,637,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-12세대/i5-12450H (2.0GHz)/옥타코어(4P+4E)/,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:120W/충전단자:DC/,두께:22.9mm/무게:1.98kg/ 색상: 블랙,
638,MSI 모던시리즈 모던15 B5M-R5 WIN11,"679,990",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/,AMD/라이젠5-4세대/5625U (2.3GHz)/헥사(6)코어/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.75kg/ 색상: 블랙,
